id,product,campaign_type,campaign,channel,date,conversions
9946,product a,branding,product a|branding|campaign 21,instagram,2022-09-15,143.6573493
9947,product a,branding,product a|branding|campaign 21,instagram,2022-09-16,138.8371919
9948,product a,branding,product a|branding|campaign 21,instagram,2022-09-17,149.4888557
9949,product a,branding,product a|branding|campaign 21,instagram,2022-09-18,146.3383556
9950,product a,branding,product a|branding|campaign 21,instagram,2022-09-19,1174.094901
9951,product a,branding,product a|branding|campaign 21,instagram,2022-09-20,143.1232204
9952,product a,branding,product a|branding|campaign 21,instagram,2022-09-21,147.0427806
9953,product a,branding,product a|branding|campaign 21,instagram,2022-09-22,133.5046748
9954,product a,branding,product a|branding|campaign 21,instagram,2022-09-23,138.6098414
9955,product a,branding,product a|branding|campaign 21,instagram,2022-09-24,141.3285477
9956,product a,branding,product a|branding|campaign 21,instagram,2022-09-25,143.8201814
9957,product a,branding,product a|branding|campaign 21,instagram,2022-09-26,878.9512845
9958,product a,branding,product a|branding|campaign 21,instagram,2022-09-27,136.7106029
9959,product a,branding,product a|branding|campaign 21,instagram,2022-09-28,135.4612471
9960,product a,branding,product a|branding|campaign 21,ooh,2022-09-05,2038.506362
9961,product a,branding,product a|branding|campaign 21,ooh,2022-09-08,1505.221577
9962,product a,branding,product a|branding|campaign 21,ooh,2022-09-09,1522.910858
9963,product a,branding,product a|branding|campaign 21,ooh,2022-09-10,332.7291313
9964,product a,branding,product a|branding|campaign 21,ooh,2022-09-11,272.2420135
9965,product a,branding,product a|branding|campaign 21,ooh,2022-09-12,1221.632211
9966,product a,branding,product a|branding|campaign 21,ooh,2022-09-13,331.2071675
9967,product a,branding,product a|branding|campaign 21,ooh,2022-09-14,252.9478786
9968,product a,branding,product a|branding|campaign 21,ooh,2022-09-15,355.82537
9969,product a,branding,product a|branding|campaign 21,ooh,2022-09-16,319.624161
9970,product a,branding,product a|branding|campaign 21,ooh,2022-09-17,330.9486701
9971,product a,branding,product a|branding|campaign 21,ooh,2022-09-18,289.7934741
9972,product a,branding,product a|branding|campaign 21,ooh,2022-09-19,1256.97256
9973,product a,branding,product a|branding|campaign 21,ooh,2022-09-20,326.2338806
9974,product a,branding,product a|branding|campaign 21,ooh,2022-09-21,332.3105721
9975,product a,branding,product a|branding|campaign 21,ooh,2022-09-22,329.5737541
9976,product a,branding,product a|branding|campaign 21,ooh,2022-09-23,272.195486
9977,product a,branding,product a|branding|campaign 21,ooh,2022-09-24,324.8927626
9978,product a,branding,product a|branding|campaign 21,ooh,2022-09-25,346.8614361
9979,product a,branding,product a|branding|campaign 21,ooh,2022-09-26,1660.500412
9980,product a,branding,product a|branding|campaign 21,ooh,2022-09-27,338.9106055
9981,product a,branding,product a|branding|campaign 21,ooh,2022-09-28,1535.86711
9982,product a,branding,product a|branding|campaign 21,print,2022-09-05,799.4451226
9983,product a,branding,product a|branding|campaign 21,print,2022-09-08,460.989293
9984,product a,branding,product a|branding|campaign 21,print,2022-09-09,473.414565
9985,product a,branding,product a|branding|campaign 21,print,2022-09-10,73.62892693
9986,product a,branding,product a|branding|campaign 21,print,2022-09-11,73.10652754
9987,product a,branding,product a|branding|campaign 21,print,2022-09-12,474.5699373
9988,product a,branding,product a|branding|campaign 21,print,2022-09-13,63.60180135
9989,product a,branding,product a|branding|campaign 21,print,2022-09-14,79.5987705
9990,product a,branding,product a|branding|campaign 21,print,2022-09-15,62.21166286
9991,product a,branding,product a|branding|campaign 21,print,2022-09-16,70.77105928
9992,product a,branding,product a|branding|campaign 21,print,2022-09-17,66.05527653
9993,product a,branding,product a|branding|campaign 21,print,2022-09-18,60.20558834
9994,product a,branding,product a|branding|campaign 21,print,2022-09-19,474.649397
9995,product a,branding,product a|branding|campaign 21,print,2022-09-20,78.07034589
9996,product a,branding,product a|branding|campaign 21,print,2022-09-21,75.95917073
9997,product a,branding,product a|branding|campaign 21,print,2022-09-22,62.87598807
9998,product a,branding,product a|branding|campaign 21,print,2022-09-23,75.66751399
9999,product a,branding,product a|branding|campaign 21,print,2022-09-24,71.95931322
10000,product a,branding,product a|branding|campaign 21,print,2022-09-25,69.00757003
10001,product a,branding,product a|branding|campaign 21,print,2022-09-26,622.405618
10002,product a,branding,product a|branding|campaign 21,print,2022-09-27,67.46848772
10003,product a,branding,product a|branding|campaign 21,print,2022-09-28,459.4866193
10004,product a,branding,product a|branding|campaign 21,radio,2022-09-05,4354.750211
10005,product a,branding,product a|branding|campaign 21,radio,2022-09-08,2474.608083
10006,product a,branding,product a|branding|campaign 21,radio,2022-09-09,3053.688721
10007,product a,branding,product a|branding|campaign 21,radio,2022-09-10,638.6173698
10008,product a,branding,product a|branding|campaign 21,radio,2022-09-11,587.1946447
10009,product a,branding,product a|branding|campaign 21,radio,2022-09-12,2676.373693
10010,product a,branding,product a|branding|campaign 21,radio,2022-09-13,697.6022186
10011,product a,branding,product a|branding|campaign 21,radio,2022-09-14,615.2826863
10012,product a,branding,product a|branding|campaign 21,radio,2022-09-15,502.0137667
10013,product a,branding,product a|branding|campaign 21,radio,2022-09-16,591.5008883
10014,product a,branding,product a|branding|campaign 21,radio,2022-09-17,549.4547911
10015,product a,branding,product a|branding|campaign 21,radio,2022-09-18,693.1449399
10016,product a,branding,product a|branding|campaign 21,radio,2022-09-19,2617.675081
10017,product a,branding,product a|branding|campaign 21,radio,2022-09-20,478.1603984
10018,product a,branding,product a|branding|campaign 21,radio,2022-09-21,652.3846697
10019,product a,branding,product a|branding|campaign 21,radio,2022-09-22,599.1768342
10020,product a,branding,product a|branding|campaign 21,radio,2022-09-23,600.6943706
10021,product a,branding,product a|branding|campaign 21,radio,2022-09-24,605.8390657
10022,product a,branding,product a|branding|campaign 21,radio,2022-09-25,517.6140311
10023,product a,branding,product a|branding|campaign 21,radio,2022-09-26,3317.275128
10024,product a,branding,product a|branding|campaign 21,radio,2022-09-27,554.8789439
10025,product a,branding,product a|branding|campaign 21,radio,2022-09-28,2918.692629
10026,product a,branding,product a|branding|campaign 21,tiktok,2022-09-05,1158.66205
10027,product a,branding,product a|branding|campaign 21,tiktok,2022-09-08,218.6787209
10028,product a,branding,product a|branding|campaign 21,tiktok,2022-09-09,214.143782
10029,product a,branding,product a|branding|campaign 21,tiktok,2022-09-10,205.0897
10030,product a,branding,product a|branding|campaign 21,tiktok,2022-09-11,196.6687692
10031,product a,branding,product a|branding|campaign 21,tiktok,2022-09-12,1646.232605
10032,product a,branding,product a|branding|campaign 21,tiktok,2022-09-13,213.1311012
10033,product a,branding,product a|branding|campaign 21,tiktok,2022-09-14,215.6681389
10034,product a,branding,product a|branding|campaign 21,tiktok,2022-09-15,197.6359719
10035,product a,branding,product a|branding|campaign 21,tiktok,2022-09-16,215.439795
10036,product a,branding,product a|branding|campaign 21,tiktok,2022-09-17,223.4213075
10037,product a,branding,product a|branding|campaign 21,tiktok,2022-09-18,215.8004669
10038,product a,branding,product a|branding|campaign 21,tiktok,2022-09-19,1653.802583
10039,product a,branding,product a|branding|campaign 21,tiktok,2022-09-20,216.0709497
10040,product a,branding,product a|branding|campaign 21,tiktok,2022-09-21,212.1388362
10041,product a,branding,product a|branding|campaign 21,tiktok,2022-09-22,219.4531951
10042,product a,branding,product a|branding|campaign 21,tiktok,2022-09-23,220.6035806
10043,product a,branding,product a|branding|campaign 21,tiktok,2022-09-24,221.2907609
10044,product a,branding,product a|branding|campaign 21,tiktok,2022-09-25,213.9652388
10045,product a,branding,product a|branding|campaign 21,tiktok,2022-09-26,1361.197545
10046,product a,branding,product a|branding|campaign 21,tiktok,2022-09-27,214.6922334
10047,product a,branding,product a|branding|campaign 21,tiktok,2022-09-28,210.6076999
10048,product a,branding,product a|branding|campaign 21,tv,2022-09-05,19890.78526
10049,product a,branding,product a|branding|campaign 21,tv,2022-09-08,4411.41329
10050,product a,branding,product a|branding|campaign 21,tv,2022-09-09,3929.888532
10051,product a,branding,product a|branding|campaign 21,tv,2022-09-10,765.0283134
10052,product a,branding,product a|branding|campaign 21,tv,2022-09-11,790.6910136
10053,product a,branding,product a|branding|campaign 21,tv,2022-09-12,11893.59966
10054,product a,branding,product a|branding|campaign 21,tv,2022-09-13,836.0560352
10055,product a,branding,product a|branding|campaign 21,tv,2022-09-14,907.8223767
10056,product a,branding,product a|branding|campaign 21,tv,2022-09-15,954.7195167
10057,product a,branding,product a|branding|campaign 21,tv,2022-09-16,776.3973732
10058,product a,branding,product a|branding|campaign 21,tv,2022-09-17,799.1365916
10059,product a,branding,product a|branding|campaign 21,tv,2022-09-18,828.3881854
10060,product a,branding,product a|branding|campaign 21,tv,2022-09-19,11386.54862
10061,product a,branding,product a|branding|campaign 21,tv,2022-09-20,692.6510518
10062,product a,branding,product a|branding|campaign 21,tv,2022-09-21,901.2653062
10063,product a,branding,product a|branding|campaign 21,tv,2022-09-22,815.1824404
10064,product a,branding,product a|branding|campaign 21,tv,2022-09-23,883.8504245
10065,product a,branding,product a|branding|campaign 21,tv,2022-09-24,890.56699
10066,product a,branding,product a|branding|campaign 21,tv,2022-09-25,804.8921847
10067,product a,branding,product a|branding|campaign 21,tv,2022-09-26,15532.63457
10068,product a,branding,product a|branding|campaign 21,tv,2022-09-27,881.6002917
10069,product a,branding,product a|branding|campaign 21,tv,2022-09-28,4315.484981
10070,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-20,1503.164793
10071,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-23,2108.420909
10072,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-24,2239.096867
10073,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-25,2207.825652
10074,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-26,2161.04251
10075,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-27,4014.682804
10076,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-28,2059.25794
10077,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-29,2257.641856
10078,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-30,2095.152449
10079,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-03-31,2384.786293
10080,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-01,2213.611275
10081,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-02,2179.520378
10082,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-03,4001.474422
10083,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-04,2180.649848
10084,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-05,2213.056391
10085,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-06,2221.52665
10086,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-07,2148.916621
10087,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-08,2241.613546
10088,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-09,2088.769657
10089,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-10,4001.91594
10090,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-11,2045.482476
10091,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-12,2101.985004
10092,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-13,2208.998963
10093,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-14,2240.123944
10094,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-15,1961.173849
10095,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-16,2278.23841
10096,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-17,3353.908476
10097,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-18,2134.247418
10098,product a,branding,product a|branding|campaign 25,dv360 - prospecting,2023-04-19,2116.485639
10099,product a,branding,product a|branding|campaign 25,facebook,2023-03-20,663.5378647
10100,product a,branding,product a|branding|campaign 25,facebook,2023-03-23,370.36006
10101,product a,branding,product a|branding|campaign 25,facebook,2023-03-24,373.9527568
10102,product a,branding,product a|branding|campaign 25,facebook,2023-03-25,353.3059881
10103,product a,branding,product a|branding|campaign 25,facebook,2023-03-26,384.3290875
10104,product a,branding,product a|branding|campaign 25,facebook,2023-03-27,1312.422402
10105,product a,branding,product a|branding|campaign 25,facebook,2023-03-28,374.2184037
10106,product a,branding,product a|branding|campaign 25,facebook,2023-03-29,391.5269803
10107,product a,branding,product a|branding|campaign 25,facebook,2023-03-30,367.6873368
10108,product a,branding,product a|branding|campaign 25,facebook,2023-03-31,392.9248965
10109,product a,branding,product a|branding|campaign 25,facebook,2023-04-01,384.9144659
10110,product a,branding,product a|branding|campaign 25,facebook,2023-04-02,319.2163621
10111,product a,branding,product a|branding|campaign 25,facebook,2023-04-03,1265.377519
10112,product a,branding,product a|branding|campaign 25,facebook,2023-04-04,356.1056478
10113,product a,branding,product a|branding|campaign 25,facebook,2023-04-05,381.6531512
10114,product a,branding,product a|branding|campaign 25,facebook,2023-04-06,375.7906185
10115,product a,branding,product a|branding|campaign 25,facebook,2023-04-07,381.1327975
10116,product a,branding,product a|branding|campaign 25,facebook,2023-04-08,354.5074044
10117,product a,branding,product a|branding|campaign 25,facebook,2023-04-09,391.8636015
10118,product a,branding,product a|branding|campaign 25,facebook,2023-04-10,1237.373124
10119,product a,branding,product a|branding|campaign 25,facebook,2023-04-11,361.578248
10120,product a,branding,product a|branding|campaign 25,facebook,2023-04-12,387.5334308
10121,product a,branding,product a|branding|campaign 25,facebook,2023-04-13,346.6730657
10122,product a,branding,product a|branding|campaign 25,facebook,2023-04-14,365.8806874
10123,product a,branding,product a|branding|campaign 25,facebook,2023-04-15,375.663564
10124,product a,branding,product a|branding|campaign 25,facebook,2023-04-16,389.6258493
10125,product a,branding,product a|branding|campaign 25,facebook,2023-04-17,854.4236809
10126,product a,branding,product a|branding|campaign 25,facebook,2023-04-18,406.282305
10127,product a,branding,product a|branding|campaign 25,facebook,2023-04-19,368.0227624
10128,product a,branding,product a|branding|campaign 25,folder,2023-03-20,1011.867122
10129,product a,branding,product a|branding|campaign 25,folder,2023-03-23,2004.834895
10130,product a,branding,product a|branding|campaign 25,folder,2023-03-24,1962.788087
10131,product a,branding,product a|branding|campaign 25,folder,2023-03-25,338.7317061
10132,product a,branding,product a|branding|campaign 25,folder,2023-03-26,280.9734782
10133,product a,branding,product a|branding|campaign 25,folder,2023-03-27,868.1604427
10134,product a,branding,product a|branding|campaign 25,folder,2023-03-28,330.5562697
10135,product a,branding,product a|branding|campaign 25,folder,2023-03-29,339.8242143
10136,product a,branding,product a|branding|campaign 25,folder,2023-03-30,312.647524
10137,product a,branding,product a|branding|campaign 25,folder,2023-03-31,332.0854071
10138,product a,branding,product a|branding|campaign 25,folder,2023-04-01,362.7419091
10139,product a,branding,product a|branding|campaign 25,folder,2023-04-02,287.6259605
10140,product a,branding,product a|branding|campaign 25,folder,2023-04-03,912.6934636
10141,product a,branding,product a|branding|campaign 25,folder,2023-04-04,340.47889
10142,product a,branding,product a|branding|campaign 25,folder,2023-04-05,339.3163529
10143,product a,branding,product a|branding|campaign 25,folder,2023-04-06,301.367457
10144,product a,branding,product a|branding|campaign 25,folder,2023-04-07,314.6035824
10145,product a,branding,product a|branding|campaign 25,folder,2023-04-08,330.7543162
10146,product a,branding,product a|branding|campaign 25,folder,2023-04-09,299.0837756
10147,product a,branding,product a|branding|campaign 25,folder,2023-04-10,888.5402961
10148,product a,branding,product a|branding|campaign 25,folder,2023-04-11,296.115898
10149,product a,branding,product a|branding|campaign 25,folder,2023-04-12,326.2230378
10150,product a,branding,product a|branding|campaign 25,folder,2023-04-13,322.9386041
10151,product a,branding,product a|branding|campaign 25,folder,2023-04-14,309.8423783
10152,product a,branding,product a|branding|campaign 25,folder,2023-04-15,362.8133672
10153,product a,branding,product a|branding|campaign 25,folder,2023-04-16,291.108274
10154,product a,branding,product a|branding|campaign 25,folder,2023-04-17,1146.347831
10155,product a,branding,product a|branding|campaign 25,folder,2023-04-18,349.0507232
10156,product a,branding,product a|branding|campaign 25,folder,2023-04-19,2068.126362
10157,product a,branding,product a|branding|campaign 25,instagram,2023-03-20,832.4035601
10158,product a,branding,product a|branding|campaign 25,instagram,2023-03-23,197.2694902
10159,product a,branding,product a|branding|campaign 25,instagram,2023-03-24,189.8334037
10160,product a,branding,product a|branding|campaign 25,instagram,2023-03-25,192.3589408
10161,product a,branding,product a|branding|campaign 25,instagram,2023-03-26,186.2624262
10162,product a,branding,product a|branding|campaign 25,instagram,2023-03-27,1160.395756
10163,product a,branding,product a|branding|campaign 25,instagram,2023-03-28,199.7090144
10164,product a,branding,product a|branding|campaign 25,instagram,2023-03-29,189.8681131
10165,product a,branding,product a|branding|campaign 25,instagram,2023-03-30,190.2508963
10166,product a,branding,product a|branding|campaign 25,instagram,2023-03-31,191.2276342
10167,product a,branding,product a|branding|campaign 25,instagram,2023-04-01,192.0988332
10168,product a,branding,product a|branding|campaign 25,instagram,2023-04-02,189.0052415
10169,product a,branding,product a|branding|campaign 25,instagram,2023-04-03,1158.186885
10170,product a,branding,product a|branding|campaign 25,instagram,2023-04-04,188.9161123
10171,product a,branding,product a|branding|campaign 25,instagram,2023-04-05,191.1642523
10172,product a,branding,product a|branding|campaign 25,instagram,2023-04-06,192.6186024
10173,product a,branding,product a|branding|campaign 25,instagram,2023-04-07,198.8709194
10174,product a,branding,product a|branding|campaign 25,instagram,2023-04-08,193.7532861
10175,product a,branding,product a|branding|campaign 25,instagram,2023-04-09,190.604049
10176,product a,branding,product a|branding|campaign 25,instagram,2023-04-10,1171.229501
10177,product a,branding,product a|branding|campaign 25,instagram,2023-04-11,190.494163
10178,product a,branding,product a|branding|campaign 25,instagram,2023-04-12,197.9276131
10179,product a,branding,product a|branding|campaign 25,instagram,2023-04-13,188.3724656
10180,product a,branding,product a|branding|campaign 25,instagram,2023-04-14,199.7812106
10181,product a,branding,product a|branding|campaign 25,instagram,2023-04-15,195.2226604
10182,product a,branding,product a|branding|campaign 25,instagram,2023-04-16,193.4403312
10183,product a,branding,product a|branding|campaign 25,instagram,2023-04-17,946.0364737
10184,product a,branding,product a|branding|campaign 25,instagram,2023-04-18,193.5934412
10185,product a,branding,product a|branding|campaign 25,instagram,2023-04-19,204.0532809
10186,product a,branding,product a|branding|campaign 25,ooh,2023-03-20,1261.288575
10187,product a,branding,product a|branding|campaign 25,ooh,2023-03-23,2028.612147
10188,product a,branding,product a|branding|campaign 25,ooh,2023-03-24,1951.457459
10189,product a,branding,product a|branding|campaign 25,ooh,2023-03-25,319.7726294
10190,product a,branding,product a|branding|campaign 25,ooh,2023-03-26,382.0923977
10191,product a,branding,product a|branding|campaign 25,ooh,2023-03-27,794.1114156
10192,product a,branding,product a|branding|campaign 25,ooh,2023-03-28,360.7930285
10193,product a,branding,product a|branding|campaign 25,ooh,2023-03-29,385.0268803
10194,product a,branding,product a|branding|campaign 25,ooh,2023-03-30,283.7346485
10195,product a,branding,product a|branding|campaign 25,ooh,2023-03-31,395.3832789
10196,product a,branding,product a|branding|campaign 25,ooh,2023-04-01,315.2968344
10197,product a,branding,product a|branding|campaign 25,ooh,2023-04-02,363.8862637
10198,product a,branding,product a|branding|campaign 25,ooh,2023-04-03,915.2428769
10199,product a,branding,product a|branding|campaign 25,ooh,2023-04-04,315.0900539
10200,product a,branding,product a|branding|campaign 25,ooh,2023-04-05,380.8355076
10201,product a,branding,product a|branding|campaign 25,ooh,2023-04-06,344.0835194
10202,product a,branding,product a|branding|campaign 25,ooh,2023-04-07,368.6379012
10203,product a,branding,product a|branding|campaign 25,ooh,2023-04-08,311.5671648
10204,product a,branding,product a|branding|campaign 25,ooh,2023-04-09,328.3454379
10205,product a,branding,product a|branding|campaign 25,ooh,2023-04-10,861.0093712
10206,product a,branding,product a|branding|campaign 25,ooh,2023-04-11,364.8836858
10207,product a,branding,product a|branding|campaign 25,ooh,2023-04-12,391.743675
10208,product a,branding,product a|branding|campaign 25,ooh,2023-04-13,300.411355
10209,product a,branding,product a|branding|campaign 25,ooh,2023-04-14,331.9577973
10210,product a,branding,product a|branding|campaign 25,ooh,2023-04-15,411.4190065
10211,product a,branding,product a|branding|campaign 25,ooh,2023-04-16,395.3427473
10212,product a,branding,product a|branding|campaign 25,ooh,2023-04-17,1169.171437
10213,product a,branding,product a|branding|campaign 25,ooh,2023-04-18,318.1882799
10214,product a,branding,product a|branding|campaign 25,ooh,2023-04-19,1875.842585
10215,product a,branding,product a|branding|campaign 25,print,2023-03-20,801.3949195
10216,product a,branding,product a|branding|campaign 25,print,2023-03-23,835.9672557
10217,product a,branding,product a|branding|campaign 25,print,2023-03-24,979.7723456
10218,product a,branding,product a|branding|campaign 25,print,2023-03-25,143.6149447
10219,product a,branding,product a|branding|campaign 25,print,2023-03-26,145.9071453
10220,product a,branding,product a|branding|campaign 25,print,2023-03-27,573.0120763
10221,product a,branding,product a|branding|campaign 25,print,2023-03-28,143.9856352
10222,product a,branding,product a|branding|campaign 25,print,2023-03-29,157.58462
10223,product a,branding,product a|branding|campaign 25,print,2023-03-30,122.1499788
10224,product a,branding,product a|branding|campaign 25,print,2023-03-31,130.6167817
10225,product a,branding,product a|branding|campaign 25,print,2023-04-01,165.214734
10226,product a,branding,product a|branding|campaign 25,print,2023-04-02,151.1701255
10227,product a,branding,product a|branding|campaign 25,print,2023-04-03,591.0036161
10228,product a,branding,product a|branding|campaign 25,print,2023-04-04,139.8803775
10229,product a,branding,product a|branding|campaign 25,print,2023-04-05,138.8062229
10230,product a,branding,product a|branding|campaign 25,print,2023-04-06,157.0709019
10231,product a,branding,product a|branding|campaign 25,print,2023-04-07,153.6077227
10232,product a,branding,product a|branding|campaign 25,print,2023-04-08,148.1519159
10233,product a,branding,product a|branding|campaign 25,print,2023-04-09,137.0406731
10234,product a,branding,product a|branding|campaign 25,print,2023-04-10,635.0819166
10235,product a,branding,product a|branding|campaign 25,print,2023-04-11,144.7400221
10236,product a,branding,product a|branding|campaign 25,print,2023-04-12,153.6342743
10237,product a,branding,product a|branding|campaign 25,print,2023-04-13,163.3466714
10238,product a,branding,product a|branding|campaign 25,print,2023-04-14,159.7020484
10239,product a,branding,product a|branding|campaign 25,print,2023-04-15,143.5384347
10240,product a,branding,product a|branding|campaign 25,print,2023-04-16,145.2734968
10241,product a,branding,product a|branding|campaign 25,print,2023-04-17,781.0976356
10242,product a,branding,product a|branding|campaign 25,print,2023-04-18,155.7350283
10243,product a,branding,product a|branding|campaign 25,print,2023-04-19,954.1426973
10244,product a,branding,product a|branding|campaign 25,radio,2023-03-20,5004.973395
10245,product a,branding,product a|branding|campaign 25,radio,2023-03-23,5240.790217
10246,product a,branding,product a|branding|campaign 25,radio,2023-03-24,5133.138094
10247,product a,branding,product a|branding|campaign 25,radio,2023-03-25,1164.082898
10248,product a,branding,product a|branding|campaign 25,radio,2023-03-26,992.8089748
10249,product a,branding,product a|branding|campaign 25,radio,2023-03-27,3694.997953
10250,product a,branding,product a|branding|campaign 25,radio,2023-03-28,1063.723846
10251,product a,branding,product a|branding|campaign 25,radio,2023-03-29,1111.823932
10252,product a,branding,product a|branding|campaign 25,radio,2023-03-30,853.7246503
10253,product a,branding,product a|branding|campaign 25,radio,2023-03-31,1150.457351
10254,product a,branding,product a|branding|campaign 25,radio,2023-04-01,1009.19778
10255,product a,branding,product a|branding|campaign 25,radio,2023-04-02,848.6025829
10256,product a,branding,product a|branding|campaign 25,radio,2023-04-03,3451.615175
10257,product a,branding,product a|branding|campaign 25,radio,2023-04-04,801.0415042
10258,product a,branding,product a|branding|campaign 25,radio,2023-04-05,882.917264
10259,product a,branding,product a|branding|campaign 25,radio,2023-04-06,1176.545182
10260,product a,branding,product a|branding|campaign 25,radio,2023-04-07,887.3245216
10261,product a,branding,product a|branding|campaign 25,radio,2023-04-08,1057.494653
10262,product a,branding,product a|branding|campaign 25,radio,2023-04-09,940.0231948
10263,product a,branding,product a|branding|campaign 25,radio,2023-04-10,3706.814186
10264,product a,branding,product a|branding|campaign 25,radio,2023-04-11,1137.954006
10265,product a,branding,product a|branding|campaign 25,radio,2023-04-12,1117.09126
10266,product a,branding,product a|branding|campaign 25,radio,2023-04-13,1105.094564
10267,product a,branding,product a|branding|campaign 25,radio,2023-04-14,1013.095363
10268,product a,branding,product a|branding|campaign 25,radio,2023-04-15,946.0723588
10269,product a,branding,product a|branding|campaign 25,radio,2023-04-16,966.1667456
10270,product a,branding,product a|branding|campaign 25,radio,2023-04-17,4634.202885
10271,product a,branding,product a|branding|campaign 25,radio,2023-04-18,1047.434249
10272,product a,branding,product a|branding|campaign 25,radio,2023-04-19,4825.221669
10273,product a,branding,product a|branding|campaign 25,tiktok,2023-03-20,653.5135997
10274,product a,branding,product a|branding|campaign 25,tiktok,2023-03-23,184.234725
10275,product a,branding,product a|branding|campaign 25,tiktok,2023-03-24,173.4714032
10276,product a,branding,product a|branding|campaign 25,tiktok,2023-03-25,201.5980168
10277,product a,branding,product a|branding|campaign 25,tiktok,2023-03-26,189.7344943
10278,product a,branding,product a|branding|campaign 25,tiktok,2023-03-27,1057.784695
10279,product a,branding,product a|branding|campaign 25,tiktok,2023-03-28,195.6918772
10280,product a,branding,product a|branding|campaign 25,tiktok,2023-03-29,176.6793596
10281,product a,branding,product a|branding|campaign 25,tiktok,2023-03-30,168.2827144
10282,product a,branding,product a|branding|campaign 25,tiktok,2023-03-31,187.8659907
10283,product a,branding,product a|branding|campaign 25,tiktok,2023-04-01,175.6354713
10284,product a,branding,product a|branding|campaign 25,tiktok,2023-04-02,196.6211632
10285,product a,branding,product a|branding|campaign 25,tiktok,2023-04-03,1121.899412
10286,product a,branding,product a|branding|campaign 25,tiktok,2023-04-04,187.5379195
10287,product a,branding,product a|branding|campaign 25,tiktok,2023-04-05,169.5392169
10288,product a,branding,product a|branding|campaign 25,tiktok,2023-04-06,180.3786035
10289,product a,branding,product a|branding|campaign 25,tiktok,2023-04-07,186.3531907
10290,product a,branding,product a|branding|campaign 25,tiktok,2023-04-08,192.9985405
10291,product a,branding,product a|branding|campaign 25,tiktok,2023-04-09,181.3623904
10292,product a,branding,product a|branding|campaign 25,tiktok,2023-04-10,1103.26807
10293,product a,branding,product a|branding|campaign 25,tiktok,2023-04-11,187.7755224
10294,product a,branding,product a|branding|campaign 25,tiktok,2023-04-12,188.5693067
10295,product a,branding,product a|branding|campaign 25,tiktok,2023-04-13,175.5746811
10296,product a,branding,product a|branding|campaign 25,tiktok,2023-04-14,199.895272
10297,product a,branding,product a|branding|campaign 25,tiktok,2023-04-15,187.5052305
10298,product a,branding,product a|branding|campaign 25,tiktok,2023-04-16,192.9625094
10299,product a,branding,product a|branding|campaign 25,tiktok,2023-04-17,721.6498275
10300,product a,branding,product a|branding|campaign 25,tiktok,2023-04-18,191.0774502
10301,product a,branding,product a|branding|campaign 25,tiktok,2023-04-19,183.4926742
10302,product a,branding,product a|branding|campaign 25,tv,2023-03-20,16403.46025
10303,product a,branding,product a|branding|campaign 25,tv,2023-03-23,8352.266607
10304,product a,branding,product a|branding|campaign 25,tv,2023-03-24,8470.231884
10305,product a,branding,product a|branding|campaign 25,tv,2023-03-25,2055.702163
10306,product a,branding,product a|branding|campaign 25,tv,2023-03-26,1882.712902
10307,product a,branding,product a|branding|campaign 25,tv,2023-03-27,11087.63159
10308,product a,branding,product a|branding|campaign 25,tv,2023-03-28,2168.160131
10309,product a,branding,product a|branding|campaign 25,tv,2023-03-29,2066.896176
10310,product a,branding,product a|branding|campaign 25,tv,2023-03-30,2035.939455
10311,product a,branding,product a|branding|campaign 25,tv,2023-03-31,2047.426935
10312,product a,branding,product a|branding|campaign 25,tv,2023-04-01,2007.616321
10313,product a,branding,product a|branding|campaign 25,tv,2023-04-02,1828.767024
